timestamp,open,high,low,close,volume
1752700500000,"119901.16000000","119940.00000000","119724.00000000","119799.98000000","22.88949000"
1752700560000,"119799.98000000","119860.00000000","119778.07000000","119814.37000000","6.23937000"
1752700620000,"119814.87000000","119835.95000000","119789.93000000","119818.68000000","14.99739000"
1752700680000,"119818.67000000","119820.29000000","119745.66000000","119756.47000000","5.95388000"
1752700740000,"119756.46000000","119828.99000000","119756.46000000","119828.99000000","14.21984000"
1752700800000,"119828.98000000","119863.90000000","119828.98000000","119832.41000000","13.24325000"
1752700860000,"119832.41000000","119836.27000000","119789.54000000","119789.55000000","8.72180000"
1752700920000,"119789.54000000","119820.01000000","119761.69000000","119820.00000000","9.63673000"
1752700980000,"119820.00000000","119872.10000000","119807.59000000","119871.64000000","21.34025000"
1752701040000,"119871.64000000","119871.97000000","119817.69000000","119871.97000000","20.13355000"
1752701100000,"119871.96000000","119871.97000000","119852.24000000","119852.25000000","3.81344000"
1752701160000,"119852.25000000","119875.29000000","119826.03000000","119875.28000000","21.49350000"
1752701220000,"119875.29000000","119895.92000000","119842.50000000","119881.63000000","30.21446000"
1752701280000,"119881.63000000","119954.14000000","119881.63000000","119940.78000000","12.51059000"
1752701340000,"119940.79000000","119940.79000000","119940.78000000","119940.78000000","2.39211000"
1752701400000,"119940.78000000","119950.15000000","119913.67000000","119934.04000000","16.15093000"
1752701460000,"119934.04000000","119934.05000000","119864.17000000","119898.99000000","6.28157000"
1752701520000,"119898.99000000","119902.85000000","119804.07000000","119836.19000000","6.47622000"
1752701580000,"119836.18000000","119836.19000000","119788.50000000","119794.49000000","12.33088000"
1752701640000,"119794.50000000","119800.00000000","119735.49000000","119748.01000000","49.30300000"
1752701700000,"119748.01000000","119779.99000000","119677.69000000","119677.69000000","43.89440000"
1752701760000,"119677.70000000","119688.95000000","119620.00000000","119625.99000000","46.93073000"
1752701820000,"119625.99000000","119658.80000000","119531.94000000","119547.43000000","30.37511000"
1752701880000,"119547.43000000","119588.04000000","119495.92000000","119588.03000000","61.90038000"
1752701940000,"119588.03000000","119640.22000000","119588.03000000","119628.52000000","6.75785000"
1752702000000,"119628.51000000","119628.51000000","119593.39000000","119620.90000000","4.78951000"
1752702060000,"119620.90000000","119649.82000000","119559.98000000","119598.33000000","32.54317000"
1752702120000,"119598.34000000","119641.86000000","119563.54000000","119563.54000000","12.16038000"
1752702180000,"119563.54000000","119563.55000000","119400.01000000","119428.54000000","15.01104000"
1752702240000,"119428.54000000","119447.00000000","119386.41000000","119391.03000000","24.29161000"
1752702300000,"119391.03000000","119441.05000000","119391.03000000","119427.46000000","10.41602000"
1752702360000,"119427.46000000","119464.76000000","119427.45000000","119464.76000000","15.33090000"
1752702420000,"119464.89000000","119475.44000000","119463.21000000","119469.00000000","6.54959000"
1752702480000,"119469.00000000","119476.16000000","119464.79000000","119464.80000000","3.11063000"
1752702540000,"119464.79000000","119486.25000000","119431.88000000","119486.25000000","40.40142000"
1752702600000,"119486.25000000","119506.92000000","119486.24000000","119506.92000000","23.04084000"
1752702660000,"119506.92000000","119506.92000000","119499.01000000","119506.76000000","6.31965000"
1752702720000,"119506.75000000","119517.18000000","119506.75000000","119517.18000000","2.89442000"
1752702780000,"119517.17000000","119517.18000000","119517.17000000","119517.18000000","2.56240000"
1752702840000,"119517.17000000","119528.85000000","119517.17000000","119528.84000000","19.56997000"
1752702900000,"119528.85000000","119528.85000000","119472.96000000","119472.97000000","6.37370000"
1752702960000,"119472.97000000","119482.42000000","119470.56000000","119470.56000000","25.35933000"
1752703020000,"119470.56000000","119470.57000000","119380.00000000","119390.00000000","8.85064000"
1752703080000,"119390.00000000","119390.00000000","119200.00000000","119266.99000000","26.53999000"
1752703140000,"119266.99000000","119297.65000000","119266.99000000","119297.64000000","15.09472000"
1752703200000,"119297.64000000","119441.35000000","119297.64000000","119441.35000000","11.28728000"
1752703260000,"119441.35000000","119442.35000000","119330.65000000","119342.15000000","15.81979000"
1752703320000,"119342.14000000","119430.34000000","119342.14000000","119412.01000000","11.14253000"
1752703380000,"119412.01000000","119412.01000000","119314.63000000","119350.90000000","12.14384000"
1752703440000,"119350.90000000","119350.91000000","119329.74000000","119329.75000000","4.76330000"
1752703500000,"119329.74000000","119345.89000000","119300.00000000","119326.35000000","10.59283000"
1752703560000,"119326.36000000","119342.62000000","119308.36000000","119308.37000000","5.06053000"
1752703620000,"119308.36000000","119308.37000000","119244.00000000","119244.00000000","6.64204000"
1752703680000,"119244.01000000","119270.96000000","119228.78000000","119228.79000000","16.80671000"
1752703740000,"119228.78000000","119232.64000000","119210.37000000","119232.63000000","5.40370000"
1752703800000,"119232.63000000","119291.77000000","119232.63000000","119291.77000000","5.42769000"
1752703860000,"119291.77000000","119310.97000000","119253.09000000","119279.98000000","7.08547000"
1752703920000,"119279.99000000","119360.03000000","119273.78000000","119360.03000000","5.44408000"
1752703980000,"119360.02000000","119360.02000000","119282.20000000","119282.20000000","17.22184000"
1752704040000,"119282.20000000","119328.02000000","119282.20000000","119328.00000000","30.13438000"
1752704100000,"119328.00000000","119335.65000000","119260.01000000","119260.01000000","27.10985000"
1752704160000,"119260.01000000","119345.62000000","119235.51000000","119345.61000000","27.28022000"
1752704220000,"119345.61000000","119415.21000000","119296.44000000","119415.21000000","17.45697000"
1752704280000,"119415.20000000","119488.00000000","119397.76000000","119397.76000000","7.98867000"
1752704340000,"119397.77000000","119427.66000000","119373.28000000","119427.66000000","6.11642000"
1752704400000,"119429.84000000","119500.00000000","119401.50000000","119401.51000000","9.92414000"
1752704460000,"119401.51000000","119415.21000000","119346.63000000","119415.20000000","28.53924000"
1752704520000,"119415.21000000","119415.21000000","119328.50000000","119328.50000000","24.08745000"
1752704580000,"119328.51000000","119365.17000000","119317.64000000","119359.93000000","29.45343000"
1752704640000,"119359.94000000","119367.90000000","119320.29000000","119350.99000000","32.37392000"
1752704700000,"119351.00000000","119351.00000000","119231.08000000","119231.08000000","26.61646000"
1752704760000,"119231.08000000","119258.47000000","119215.81000000","119258.46000000","27.36129000"
1752704820000,"119258.46000000","119258.47000000","119167.74000000","119193.86000000","33.99807000"
1752704880000,"119193.85000000","119208.64000000","119191.86000000","119200.00000000","31.77895000"
1752704940000,"119200.00000000","119218.86000000","119183.27000000","119183.28000000","27.65161000"
1752705000000,"119183.27000000","119247.49000000","119163.85000000","119247.48000000","27.76923000"
1752705060000,"119247.48000000","119247.49000000","119212.99000000","119213.05000000","29.75498000"
1752705120000,"119213.05000000","119213.06000000","119153.61000000","119153.62000000","26.62879000"
1752705180000,"119153.62000000","119170.26000000","119104.58000000","119104.59000000","15.08829000"
1752705240000,"119104.59000000","119119.78000000","119104.58000000","119114.00000000","6.79053000"
1752705300000,"119114.00000000","119118.28000000","119084.00000000","119118.28000000","8.45866000"
1752705360000,"119118.27000000","119132.42000000","119105.50000000","119105.50000000","5.92109000"
1752705420000,"119105.51000000","119105.51000000","119000.59000000","119000.59000000","7.95089000"
1752705480000,"119000.60000000","119012.00000000","118984.29000000","118984.29000000","8.12272000"
1752705540000,"118984.30000000","118990.89000000","118967.00000000","118988.30000000","10.12007000"
1752705600000,"118988.31000000","119013.49000000","118988.30000000","118998.53000000","2.58516000"
1752705660000,"118998.54000000","118998.54000000","118942.19000000","118944.74000000","19.65665000"
1752705720000,"118944.74000000","118953.37000000","118936.00000000","118953.36000000","4.35798000"
1752705780000,"118953.36000000","118953.37000000","118867.01000000","118935.58000000","18.39113000"
1752705840000,"118935.57000000","119013.48000000","118935.57000000","119013.47000000","11.74005000"
1752705900000,"119013.47000000","119013.48000000","118892.36000000","118892.36000000","11.62545000"
1752705960000,"118892.36000000","118892.37000000","118834.39000000","118834.40000000","17.48261000"
1752706020000,"118834.39000000","118834.40000000","118730.00000000","118730.01000000","19.43547000"
1752706080000,"118730.00000000","118730.01000000","118680.00000000","118693.99000000","17.72145000"
1752706140000,"118694.00000000","118700.00000000","118611.20000000","118617.12000000","9.16563000"
1752706200000,"118617.13000000","118699.21000000","118592.22000000","118678.83000000","14.26700000"
1752706260000,"118678.84000000","118678.84000000","118615.26000000","118630.44000000","8.87589000"
1752706320000,"118630.43000000","118679.17000000","118630.43000000","118679.16000000","2.75885000"
1752706380000,"118679.16000000","118713.91000000","118651.95000000","118713.91000000","4.18932000"
1752706440000,"118713.91000000","118722.16000000","118680.00000000","118693.76000000","8.40260000"
1752706500000,"118693.76000000","118700.00000000","118680.34000000","118680.34000000","15.75968000"
1752706560000,"118680.34000000","118713.65000000","118680.34000000","118682.15000000","4.33212000"
1752706620000,"118682.16000000","118691.15000000","118660.02000000","118660.02000000","16.55621000"
1752706680000,"118660.03000000","118660.03000000","118634.73000000","118649.74000000","2.79731000"
1752706740000,"118649.74000000","118650.75000000","118638.70000000","118639.34000000","14.54679000"
1752706800000,"118639.34000000","118667.57000000","118639.34000000","118646.56000000","4.87537000"
1752706860000,"118646.56000000","118646.56000000","118646.55000000","118646.56000000","0.64316000"
1752706920000,"118646.56000000","118646.56000000","118604.78000000","118620.01000000","3.83478000"
1752706980000,"118620.01000000","118635.52000000","118572.52000000","118580.51000000","9.47398000"
1752707040000,"118580.31000000","118580.32000000","118527.65000000","118527.65000000","9.30111000"
1752707100000,"118527.65000000","118582.50000000","118500.01000000","118571.58000000","13.10340000"
1752707160000,"118571.57000000","118627.55000000","118571.57000000","118605.99000000","10.49084000"
1752707220000,"118606.00000000","118606.00000000","118595.53000000","118605.98000000","3.69799000"
1752707280000,"118605.99000000","118618.36000000","118591.46000000","118618.35000000","5.15768000"
1752707340000,"118618.35000000","118618.35000000","118560.00000000","118560.01000000","2.72891000"
1752707400000,"118560.00000000","118560.01000000","118560.00000000","118560.01000000","0.51124000"
1752707460000,"118560.00000000","118564.13000000","118550.00000000","118564.12000000","2.82085000"
1752707520000,"118564.13000000","118564.13000000","118541.87000000","118552.78000000","5.29366000"
1752707580000,"118552.77000000","118574.48000000","118552.77000000","118574.48000000","2.47334000"
1752707640000,"118574.47000000","118585.37000000","118574.47000000","118585.37000000","1.34520000"
1752707700000,"118585.36000000","118585.37000000","118535.17000000","118535.17000000","4.14997000"
1752707760000,"118535.14000000","118535.14000000","118500.01000000","118512.56000000","4.84015000"
1752707820000,"118512.55000000","118514.46000000","118480.51000000","118484.67000000","25.92372000"
1752707880000,"118484.68000000","118484.68000000","118420.00000000","118420.01000000","9.82065000"
1752707940000,"118420.01000000","118430.01000000","118420.00000000","118420.00000000","32.56492000"
1752708000000,"118420.01000000","118592.21000000","118420.00000000","118592.20000000","12.61614000"
1752708060000,"118592.21000000","118660.33000000","118589.98000000","118589.99000000","13.35431000"
1752708120000,"118589.98000000","118619.08000000","118589.98000000","118619.07000000","3.16785000"
1752708180000,"118619.08000000","118643.84000000","118619.07000000","118623.64000000","4.53882000"
1752708240000,"118623.63000000","118666.96000000","118623.63000000","118624.62000000","13.71414000"
1752708300000,"118624.62000000","118624.62000000","118600.00000000","118600.01000000","4.29035000"
1752708360000,"118600.00000000","118631.98000000","118600.00000000","118631.97000000","5.08606000"
1752708420000,"118631.98000000","118643.02000000","118631.97000000","118634.59000000","2.57222000"
1752708480000,"118634.59000000","118643.01000000","118634.58000000","118643.01000000","6.55521000"
1752708540000,"118643.01000000","118650.44000000","118643.01000000","118650.44000000","4.39731000"
1752708600000,"118650.44000000","118650.44000000","118633.94000000","118633.94000000","3.05242000"
1752708660000,"118633.94000000","118641.07000000","118613.26000000","118641.06000000","5.79810000"
1752708720000,"118641.07000000","118641.07000000","118628.33000000","118629.64000000","1.07579000"
1752708780000,"118629.64000000","118629.64000000","118623.63000000","118623.63000000","3.42627000"
1752708840000,"118623.64000000","118623.64000000","118611.10000000","118622.00000000","3.46861000"
1752708900000,"118622.00000000","118649.91000000","118621.99000000","118649.90000000","2.81328000"
1752708960000,"118649.91000000","118666.95000000","118649.90000000","118666.94000000","1.60012000"
1752709020000,"118666.95000000","118810.35000000","118666.94000000","118741.15000000","9.81845000"
1752709080000,"118741.16000000","118755.00000000","118706.75000000","118706.75000000","6.63646000"
1752709140000,"118706.74000000","118794.37000000","118700.01000000","118776.55000000","5.28782000"
1752709200000,"118776.55000000","118819.98000000","118770.54000000","118773.80000000","4.59279000"
1752709260000,"118773.80000000","118812.18000000","118773.00000000","118812.18000000","4.15204000"
1752709320000,"118812.18000000","118817.00000000","118789.34000000","118789.35000000","2.58912000"
1752709380000,"118789.34000000","118806.00000000","118789.34000000","118805.99000000","2.34310000"
1752709440000,"118806.00000000","118823.50000000","118805.99000000","118823.50000000","5.42399000"
1752709500000,"118823.49000000","118823.50000000","118806.00000000","118806.01000000","3.20210000"
1752709560000,"118806.01000000","118812.00000000","118806.00000000","118812.00000000","1.85699000"
1752709620000,"118811.99000000","118812.00000000","118770.23000000","118770.23000000","4.97119000"
1752709680000,"118770.23000000","118792.29000000","118770.23000000","118792.28000000","3.38285000"
1752709740000,"118792.28000000","118792.29000000","118772.55000000","118772.56000000","3.14007000"
1752709800000,"118772.56000000","118772.56000000","118680.01000000","118680.02000000","4.73345000"
1752709860000,"118680.01000000","118700.00000000","118674.03000000","118691.85000000","5.21304000"
1752709920000,"118691.95000000","118694.36000000","118660.00000000","118660.01000000","3.17168000"
1752709980000,"118660.00000000","118660.01000000","118633.38000000","118633.84000000","8.72916000"
1752710040000,"118633.84000000","118649.89000000","118577.22000000","118649.88000000","9.60501000"
1752710100000,"118649.88000000","118649.89000000","118649.88000000","118649.88000000","2.13428000"
1752710160000,"118649.89000000","118651.73000000","118649.88000000","118651.72000000","1.31075000"
1752710220000,"118651.73000000","118703.13000000","118651.72000000","118703.12000000","2.47783000"
1752710280000,"118703.12000000","118706.84000000","118690.42000000","118690.42000000","1.75630000"
1752710340000,"118690.42000000","118690.42000000","118630.43000000","118630.43000000","2.81796000"
1752710400000,"118630.44000000","118651.06000000","118630.43000000","118651.05000000","9.09526000"
1752710460000,"118651.06000000","118651.06000000","118651.05000000","118651.06000000","5.26162000"
1752710520000,"118651.05000000","118666.00000000","118620.83000000","118665.99000000","12.74106000"
1752710580000,"118665.99000000","118674.04000000","118665.99000000","118674.03000000","3.88453000"
1752710640000,"118674.04000000","118675.82000000","118666.95000000","118674.05000000","4.15843000"
1752710700000,"118674.05000000","118707.24000000","118627.18000000","118707.24000000","10.20844000"
1752710760000,"118707.24000000","118717.35000000","118680.19000000","118691.61000000","5.44323000"
1752710820000,"118691.60000000","118733.98000000","118691.60000000","118729.82000000","4.47936000"
1752710880000,"118729.83000000","118788.65000000","118717.64000000","118753.59000000","5.88739000"
1752710940000,"118753.59000000","118780.00000000","118717.64000000","118746.17000000","11.01707000"
1752711000000,"118746.18000000","118778.14000000","118746.17000000","118778.13000000","6.26679000"
1752711060000,"118778.13000000","118778.14000000","118688.07000000","118753.85000000","14.81754000"
1752711120000,"118753.85000000","118844.00000000","118753.84000000","118804.83000000","7.83823000"
1752711180000,"118804.82000000","118816.68000000","118728.14000000","118767.28000000","4.61787000"
1752711240000,"118767.29000000","118776.64000000","118767.28000000","118776.64000000","1.26488000"
1752711300000,"118776.64000000","118884.30000000","118776.64000000","118848.42000000","6.72877000"
1752711360000,"118848.42000000","118870.00000000","118840.58000000","118849.99000000","4.11973000"
1752711420000,"118849.99000000","118872.15000000","118842.06000000","118844.44000000","7.49486000"
1752711480000,"118844.43000000","118874.25000000","118844.43000000","118874.25000000","4.65630000"
1752711540000,"118874.25000000","118874.25000000","118866.00000000","118866.01000000","2.24902000"
1752711600000,"118866.01000000","118887.99000000","118866.00000000","118887.99000000","3.28525000"
1752711660000,"118887.99000000","118945.44000000","118887.99000000","118945.43000000","5.95222000"
1752711720000,"118945.44000000","118955.03000000","118936.59000000","118952.00000000","3.06741000"
1752711780000,"118951.99000000","118958.75000000","118934.95000000","118934.95000000","4.95323000"
1752711840000,"118934.95000000","118962.02000000","118934.95000000","118962.01000000","6.94869000"
1752711900000,"118962.02000000","118970.18000000","118913.31000000","118970.18000000","6.63599000"
1752711960000,"118970.18000000","118970.18000000","118919.00000000","118938.00000000","5.07885000"
1752712020000,"118938.00000000","118940.00000000","118875.83000000","118893.18000000","6.90907000"
1752712080000,"118893.19000000","118893.19000000","118844.44000000","118844.45000000","2.40106000"
1752712140000,"118844.45000000","118891.87000000","118844.44000000","118863.01000000","3.66930000"
1752712200000,"118863.02000000","118871.79000000","118823.26000000","118871.79000000","4.69001000"
1752712260000,"118871.79000000","118967.46000000","118871.78000000","118932.86000000","3.17012000"
1752712320000,"118932.86000000","118966.59000000","118913.54000000","118913.54000000","2.37021000"
1752712380000,"118913.54000000","118966.46000000","118913.54000000","118954.43000000","8.34455000"
1752712440000,"118954.44000000","118954.44000000","118942.56000000","118946.02000000","2.16810000"
1752712500000,"118946.02000000","118946.02000000","118922.88000000","118942.00000000","3.29174000"
1752712560000,"118942.00000000","118955.29000000","118941.10000000","118941.10000000","2.67746000"
1752712620000,"118941.11000000","118960.00000000","118903.37000000","118960.00000000","3.05183000"
1752712680000,"118960.00000000","118960.00000000","118924.39000000","118948.52000000","4.79095000"
1752712740000,"118948.53000000","118960.00000000","118939.88000000","118960.00000000","1.16338000"
1752712800000,"118960.00000000","118960.00000000","118959.99000000","118959.99000000","2.61459000"
1752712860000,"118960.00000000","119016.13000000","118959.99000000","119016.13000000","4.28628000"
1752712920000,"119016.13000000","119138.30000000","119016.12000000","119138.30000000","6.65916000"
1752712980000,"119138.29000000","119138.30000000","119110.01000000","119125.14000000","2.89711000"
1752713040000,"119125.14000000","119138.29000000","119125.14000000","119135.07000000","2.68107000"
1752713100000,"119135.08000000","119135.08000000","119066.42000000","119083.72000000","2.88600000"
1752713160000,"119083.73000000","119131.98000000","119083.72000000","119093.08000000","3.97178000"
1752713220000,"119093.08000000","119140.00000000","119093.08000000","119139.99000000","2.42110000"
1752713280000,"119139.99000000","119144.00000000","119139.99000000","119144.00000000","2.09420000"
1752713340000,"119144.00000000","119158.28000000","119109.76000000","119109.76000000","3.73881000"
1752713400000,"119109.76000000","119109.76000000","119019.52000000","119019.53000000","18.09210000"
1752713460000,"119019.53000000","119081.15000000","118980.00000000","119081.15000000","5.71523000"
1752713520000,"119081.16000000","119081.16000000","119009.42000000","119069.94000000","5.90177000"
1752713580000,"119069.95000000","119069.95000000","119022.82000000","119066.21000000","5.72458000"
1752713640000,"119066.22000000","119083.26000000","119041.63000000","119051.72000000","3.36929000"
1752713700000,"119051.72000000","119051.72000000","118946.02000000","118946.02000000","5.71064000"
1752713760000,"118946.03000000","118946.03000000","118925.17000000","118928.00000000","4.87746000"
1752713820000,"118928.01000000","118931.03000000","118881.80000000","118906.18000000","8.42510000"
1752713880000,"118906.18000000","118977.01000000","118894.32000000","118933.99000000","6.76292000"
1752713940000,"118934.00000000","118934.00000000","118894.33000000","118894.33000000","3.65745000"
1752714000000,"118894.33000000","118976.05000000","118888.00000000","118940.51000000","11.91328000"
1752714060000,"118940.51000000","119005.33000000","118940.50000000","119005.33000000","4.95824000"
1752714120000,"119005.33000000","119005.33000000","118912.18000000","118928.93000000","8.84144000"
1752714180000,"118928.93000000","118928.93000000","118888.00000000","118888.01000000","4.26146000"
1752714240000,"118888.00000000","118888.01000000","118888.00000000","118888.00000000","1.68644000"
1752714300000,"118888.00000000","118944.91000000","118888.00000000","118908.97000000","6.49912000"
1752714360000,"118908.98000000","119018.02000000","118908.98000000","119004.10000000","13.64395000"
1752714420000,"119004.10000000","119079.94000000","119004.10000000","119079.94000000","2.68696000"
1752714480000,"119079.94000000","119079.94000000","119048.13000000","119048.14000000","2.80193000"
1752714540000,"119048.14000000","119082.88000000","118960.25000000","118960.26000000","13.14036000"
1752714600000,"118960.26000000","119026.84000000","118951.11000000","119026.83000000","2.12034000"
1752714660000,"119026.84000000","119034.56000000","118988.27000000","118988.28000000","4.24269000"
1752714720000,"118988.28000000","119012.06000000","118985.70000000","119012.06000000","2.45663000"
1752714780000,"119012.06000000","119023.93000000","119000.06000000","119011.97000000","4.26285000"
1752714840000,"119011.97000000","119052.99000000","119004.05000000","119052.99000000","3.26856000"
1752714900000,"119053.00000000","119053.00000000","118974.41000000","119004.07000000","7.58789000"
1752714960000,"119004.08000000","119023.77000000","118951.96000000","118951.97000000","6.16021000"
1752715020000,"118951.96000000","118997.54000000","118951.96000000","118968.89000000","4.05323000"
1752715080000,"118968.89000000","118976.00000000","118900.00000000","118900.00000000","5.03985000"
1752715140000,"118900.00000000","118903.92000000","118829.15000000","118829.16000000","4.61161000"
1752715200000,"118829.16000000","118840.35000000","118765.01000000","118787.56000000","6.66199000"
1752715260000,"118787.56000000","118787.57000000","118660.00000000","118660.01000000","4.48817000"
1752715320000,"118660.00000000","118660.01000000","118560.00000000","118560.00000000","15.31230000"
1752715380000,"118560.00000000","118639.19000000","118560.00000000","118639.18000000","5.89385000"
